molecule_chembl_id,canonical_smiles,bioactivity_class,MW,logP,NumHAcceptors,NumHDonors,pIC50
CHEMBL348660,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccccc1,inactive,280.28299999999996,1.5150000000000001,3.0,1.0,-13.096910013008056
CHEMBL379727,CCCCN1C(=O)C(=O)c2cc(C(N)=O)ccc21,inactive,246.26599999999996,1.1148999999999998,3.0,1.0,-13.278753600952829
CHEMBL210525,CCCN1C(=O)C(=O)c2cc(C(N)=O)ccc21,inactive,232.23899999999998,0.7248,3.0,1.0,-13.397940008672037
CHEMBL148483,CN1C(=O)C(=O)c2cc(C(N)=O)ccc21,inactive,204.18499999999997,-0.05540000000000028,3.0,1.0,-13.851258348719075
CHEMBL118596,O=C1C(=O)N(Cc2ccccc2)c2ccc(I)cc21,inactive,363.15400000000005,3.0207000000000015,2.0,0.0,-13.698970004336019
CHEMBL210146,COc1cccc(-c2nc(SCC(=O)Nc3ccc([N+](=O)[O-])cc3)nc(O)c2C#N)c1,inactive,437.4370000000002,3.3684800000000017,9.0,2.0,-14.479999997066018
CHEMBL210146,COc1cccc(-c2nc(SCC(=O)Nc3ccc([N+](=O)[O-])cc3)nc(O)c2C#N)c1,inactive,437.4370000000002,3.3684800000000017,9.0,2.0,-14.477121254719663
CHEMBL207458,CCOC(=O)c1cnc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc1N,inactive,377.3820000000001,1.8744999999999998,9.0,2.0,-14.399999994552127
CHEMBL207458,CCOC(=O)c1cnc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc1N,inactive,377.3820000000001,1.8744999999999998,9.0,2.0,-14.397940008672037
CHEMBL207484,COC(OC)c1cc(O)nc(SCC(=O)Nc2ccc(C(F)(F)F)cc2)n1,inactive,403.38200000000006,3.223200000000001,7.0,2.0,-14.309999990498422
CHEMBL207484,COC(OC)c1cc(O)nc(SCC(=O)Nc2ccc(C(F)(F)F)cc2)n1,inactive,403.38200000000006,3.223200000000001,7.0,2.0,-14.301029995663981
CHEMBL207207,Cc1cc(O)nc(SCC(=O)Nc2cc(Cl)ccc2Oc2ccccc2)n1,inactive,401.8750000000001,4.667120000000002,6.0,2.0,-14.0
CHEMBL207207,Cc1cc(O)nc(SCC(=O)Nc2cc(Cl)ccc2Oc2ccccc2)n1,inactive,401.8750000000001,4.667120000000002,6.0,2.0,-14.0
CHEMBL210487,CCC(Sc1nc(O)c(C#N)c(-c2cccc(OC)c2)n1)C(=O)Nc1ccc(C(C)=O)cc1,inactive,462.53100000000023,4.441480000000004,8.0,2.0,-13.780000010036899
CHEMBL210487,CCC(Sc1nc(O)c(C#N)c(-c2cccc(OC)c2)n1)C(=O)Nc1ccc(C(C)=O)cc1,inactive,462.53100000000023,4.441480000000004,8.0,2.0,-13.778151250383644
CHEMBL380470,COc1ccc(NC(=O)CSc2nc(O)cc(-c3ccccc3)n2)cc1OC,inactive,397.45600000000013,3.5972000000000017,7.0,2.0,-13.660000009867248
CHEMBL380470,COc1ccc(NC(=O)CSc2nc(O)cc(-c3ccccc3)n2)cc1OC,inactive,397.45600000000013,3.5972000000000017,7.0,2.0,-13.653212513775344
CHEMBL210612,CC(C)c1ccc(NC(=O)CSc2nccc(-c3cccs3)n2)cc1,inactive,369.51500000000004,5.059300000000004,5.0,1.0,-13.610000023662293
CHEMBL210612,CC(C)c1ccc(NC(=O)CSc2nccc(-c3cccs3)n2)cc1,inactive,369.51500000000004,5.059300000000004,5.0,1.0,-13.602059991327963
CHEMBL209667,O=C(CSc1nccc(-c2cc(-c3ccccc3Cl)no2)n1)Nc1ccc(Cl)cc1,inactive,457.3420000000001,5.8362000000000025,6.0,1.0,-13.179999928714821
CHEMBL209667,O=C(CSc1nccc(-c2cc(-c3ccccc3Cl)no2)n1)Nc1ccc(Cl)cc1,inactive,457.3420000000001,5.8362000000000025,6.0,1.0,-13.176091259055681
CHEMBL210097,O=C(CSc1nccc(-c2cc(-c3ccc(Cl)cc3Cl)no2)n1)Nc1ccc(C(F)(F)F)cc1,inactive,525.3390000000002,6.855000000000004,6.0,1.0,-13.179999928714821
CHEMBL210097,O=C(CSc1nccc(-c2cc(-c3ccc(Cl)cc3Cl)no2)n1)Nc1ccc(C(F)(F)F)cc1,inactive,525.3390000000002,6.855000000000004,6.0,1.0,-13.176091259055681
CHEMBL378674,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccccc2Cl)n1,inactive,519.1420000000002,7.051540000000005,8.0,1.0,-13.079999843002943
CHEMBL378674,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccccc2Cl)n1,inactive,519.1420000000002,7.051540000000005,8.0,1.0,-13.079181246047625
CHEMBL210216,Cc1nc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc(O)c1C,inactive,334.3570000000001,2.43804,7.0,2.0,-15.0
CHEMBL210216,Cc1nc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc(O)c1C,inactive,334.3570000000001,2.43804,7.0,2.0,-15.0
CHEMBL210195,Cc1cc(C(F)(F)F)nc(SCC(=O)Nc2ccc(Cl)cc2F)n1,inactive,379.766,4.327120000000001,4.0,1.0,-14.699999996856855
CHEMBL210195,Cc1cc(C(F)(F)F)nc(SCC(=O)Nc2ccc(Cl)cc2F)n1,inactive,379.766,4.327120000000001,4.0,1.0,-14.698970004336019
CHEMBL210437,COc1ccc(-c2ccnc(SCC(=O)Nc3ccc(C(C)C)cc3)n2)cc1,inactive,393.51200000000006,5.006400000000004,5.0,1.0,-14.610000002340962
CHEMBL210437,COc1ccc(-c2ccnc(SCC(=O)Nc3ccc(C(C)C)cc3)n2)cc1,inactive,393.51200000000006,5.006400000000004,5.0,1.0,-14.602059991327963
CHEMBL378677,CC(C)(C)c1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)cc1,inactive,424.5700000000003,5.129880000000004,6.0,2.0,-14.55000000093811
CHEMBL378677,CC(C)(C)c1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)cc1,inactive,424.5700000000003,5.129880000000004,6.0,2.0,-14.544068044350276
CHEMBL210972,CC(Sc1nc(O)c(C#N)c(-c2ccccc2)n1)C(=O)Nc1ccc(Cl)cc1,inactive,410.8860000000001,4.493580000000002,6.0,2.0,-14.479999997066018
CHEMBL210972,CC(Sc1nc(O)c(C#N)c(-c2ccccc2)n1)C(=O)Nc1ccc(Cl)cc1,inactive,410.8860000000001,4.493580000000002,6.0,2.0,-14.477121254719663
CHEMBL210145,CCOc1ccc(N2C(=O)CC(Sc3nc(C)cc(C)n3)C2=O)cc1,inactive,357.43500000000006,2.9163400000000017,6.0,0.0,-14.479999997066018
CHEMBL210145,CCOc1ccc(N2C(=O)CC(Sc3nc(C)cc(C)n3)C2=O)cc1,inactive,357.43500000000006,2.9163400000000017,6.0,0.0,-14.477121254719663
CHEMBL377225,N#Cc1c(O)nc(SCC(=O)Nc2cccc(C(F)(F)F)c2)nc1-c1ccccc1,inactive,430.41100000000006,4.470480000000003,6.0,2.0,-14.309999990498422
CHEMBL377225,N#Cc1c(O)nc(SCC(=O)Nc2cccc(C(F)(F)F)c2)nc1-c1ccccc1,inactive,430.41100000000006,4.470480000000003,6.0,2.0,-14.301029995663981
CHEMBL210823,CCCCc1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)c(C)c1,inactive,438.5970000000003,5.483400000000005,6.0,2.0,-14.309999990498422
CHEMBL210823,CCCCc1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)c(C)c1,inactive,438.5970000000003,5.483400000000005,6.0,2.0,-14.301029995663981
CHEMBL207381,CC(C)c1ccc(NC(=O)CSc2nccc(-c3csc(COc4ccccc4Cl)n3)n2)cc1,inactive,511.07200000000023,6.686700000000005,7.0,1.0,-14.309999990498422
CHEMBL207381,CC(C)c1ccc(NC(=O)CSc2nccc(-c3csc(COc4ccccc4Cl)n3)n2)cc1,inactive,511.07200000000023,6.686700000000005,7.0,1.0,-14.301029995663981
CHEMBL210511,Cc1cc(O)nc(SCC(=O)Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,inactive,401.87500000000006,4.667120000000002,6.0,2.0,-14.309999990498422
CHEMBL210511,Cc1cc(O)nc(SCC(=O)Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,inactive,401.87500000000006,4.667120000000002,6.0,2.0,-14.301029995663981
CHEMBL210632,COc1cccc(-c2nc(SCC(=O)Nc3ccc(C(C)=O)cc3)nc(O)c2C#N)c1,inactive,434.4770000000002,3.662880000000002,8.0,2.0,-13.780000010036899
CHEMBL210632,COc1cccc(-c2nc(SCC(=O)Nc3ccc(C(C)=O)cc3)nc(O)c2C#N)c1,inactive,434.4770000000002,3.662880000000002,8.0,2.0,-13.778151250383644
CHEMBL210497,COc1cccc(-c2nc(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)nc(O)c2C#N)c1,inactive,471.5200000000002,2.10768,9.0,3.0,-13.610000023662293
CHEMBL210497,COc1cccc(-c2nc(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)nc(O)c2C#N)c1,inactive,471.5200000000002,2.10768,9.0,3.0,-13.602059991327963
CHEMBL208584,CCCc1cc(O)nc(SCC(=O)Nc2ccc(Cl)cc2)n1,inactive,337.83200000000005,3.518900000000002,5.0,2.0,-13.480000040208543
CHEMBL208584,CCCc1cc(O)nc(SCC(=O)Nc2ccc(Cl)cc2)n1,inactive,337.83200000000005,3.518900000000002,5.0,2.0,-13.477121254719663
CHEMBL208763,O=C(CSc1nccc(-c2cc(-c3ccccc3)no2)n1)Nc1ccc(Cl)cc1,inactive,422.89700000000005,5.182800000000002,6.0,1.0,-13.179999928714821
CHEMBL208763,O=C(CSc1nccc(-c2cc(-c3ccccc3)no2)n1)Nc1ccc(Cl)cc1,inactive,422.89700000000005,5.182800000000002,6.0,1.0,-13.176091259055681
CHEMBL209227,Cc1nc(-c2nc(-c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3)cs2)cs1,inactive,460.00900000000007,5.416220000000003,8.0,1.0,-13.150000140008876
CHEMBL209227,Cc1nc(-c2nc(-c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3)cs2)cs1,inactive,460.00900000000007,5.416220000000003,8.0,1.0,-13.146128035678238
CHEMBL210092,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccc(Cl)cc2)n1,inactive,519.1420000000002,7.051540000000005,8.0,1.0,-13.049999824155408
CHEMBL210092,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccc(Cl)cc2)n1,inactive,519.1420000000002,7.051540000000005,8.0,1.0,-13.041392685158225
CHEMBL377150,Cn1nc(-c2ccc(-c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3)s2)cc1C(F)(F)F,inactive,509.966,6.008600000000003,7.0,1.0,-13.0
CHEMBL377150,Cn1nc(-c2ccc(-c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3)s2)cc1C(F)(F)F,inactive,509.966,6.008600000000003,7.0,1.0,-13.0
CHEMBL212454,O=C(Oc1ccc(S(=O)(=O)c2ccc(OC(=O)C(Cl)=C(Cl)Cl)cc2)cc1)C(Cl)=C(Cl)Cl,active,565.041,6.101200000000001,6.0,0.0,-11.954242509439325
CHEMBL380403,O=[N+]([O-])c1cc(C(F)(F)F)ccc1S(=O)(=O)c1ccc(Cl)cc1,inactive,365.716,4.099800000000001,4.0,0.0,-13.079181246047625
CHEMBL212504,Cc1nc(S(=O)(=O)c2ccccc2)c(C#N)c(C)c1[N+](=O)[O-],inactive,317.3260000000001,2.3111200000000007,6.0,0.0,-13.113943352306837
CHEMBL211969,Cc1ccc(S(=O)(=O)c2nc(C)c([N+](=O)[O-])c(C)c2C#N)cc1,inactive,331.35300000000007,2.6195400000000006,6.0,0.0,-13.113943352306837
CHEMBL384739,O=[N+]([O-])c1ccc(S(=O)(=O)c2ccc(Cl)cc2)[n+]([O-])c1,inactive,314.706,1.7143999999999997,5.0,0.0,-13.176091259055681
CHEMBL215732,CCOC(=O)/C(C#N)=C/Nc1ccc(S(=O)(=O)c2ccc(/N=C/C(C#N)=C(\O)OCC)cc2)cc1,inactive,494.5290000000002,3.933860000000003,10.0,2.0,-13.204119982655925
CHEMBL212240,O=C(O)c1ccc(S(=O)(=O)c2cc(Br)c(O)c(Br)c2)cc1,inactive,436.07700000000006,3.448200000000001,4.0,2.0,-13.204119982655925
CHEMBL377253,CC(=O)c1ccccc1S(=O)(=O)c1ccccc1C(=O)O,inactive,304.32300000000004,2.4202000000000004,4.0,1.0,-13.204119982655925
CHEMBL215397,O=[N+]([O-])c1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,inactive,308.271,2.3358,6.0,0.0,-13.397940008672037
CHEMBL378342,CCOC(=O)C(=CNc1ccc(S(=O)(=O)c2ccc(/N=C/C(C(=O)OCC)=C(\O)OCC)cc2)cc1)C(=O)OCC,inactive,588.6350000000002,4.012900000000003,12.0,2.0,-13.505149978319906
CHEMBL212190,Cc1oc(C(C)(C)C)cc1-c1cc(NS(=O)(=O)c2cccs2)[nH]n1,inactive,365.48,4.137920000000002,5.0,2.0,-13.0
CHEMBL378700,CSc1[nH]nc(NC(=O)c2cccs2)c1S(=O)(=O)c1ccccc1,inactive,379.4880000000001,3.278200000000001,6.0,2.0,-13.176091259055681
CHEMBL212019,CC1(C)CC(=O)c2c(NCc3ccco3)sc(C#N)c2C1,inactive,300.3830000000001,3.979980000000003,5.0,1.0,-13.204119982655925
CHEMBL212399,CSc1nn(-c2c([N+](=O)[O-])c(C)nn2C)c(-c2cccs2)c1C#N,inactive,360.42400000000004,3.1445000000000016,9.0,0.0,-13.255272505103306
CHEMBL215733,O=S(=O)(Cc1[nH]c(-c2ccc(Cl)s2)c[s+]1)c1cccs1.[Br-],inactive,442.83400000000006,1.7786,4.0,1.0,-13.255272505103306
CHEMBL375130,Cc1nn(C)c(NCc2ccc(-c3cccs3)s2)c1[N+](=O)[O-],inactive,334.4260000000001,4.038820000000003,7.0,1.0,-13.301029995663981
CHEMBL214372,O=C(Cc1nccs1)c1nccs1,inactive,210.28300000000002,2.025,5.0,0.0,-13.602059991327963
CHEMBL212218,Cc1cc(S(=O)(=O)c2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])c(Cl)cc1Cl,active,459.1850000000002,4.969820000000001,6.0,0.0,-11.477121254719663
CHEMBL222840,O=C(Oc1cncc(Cl)c1)c1ccco1,active,223.615,2.5472,4.0,0.0,-10.778151250383644
CHEMBL222769,O=C(Oc1cncc(Cl)c1)c1ccc(-c2ccc(Cl)cc2)o1,active,334.158,4.867600000000002,4.0,0.0,-10.799340549453582
CHEMBL222735,COc1cccc(C(=O)Oc2cncc(Cl)c2)c1,active,263.68,2.9628000000000014,4.0,0.0,-11.531478917042255
CHEMBL222628,O=C(Oc1cncc(Cl)c1)c1cscn1,active,240.67100000000002,2.4107000000000003,5.0,0.0,-11.431363764158988
CHEMBL222893,O=C(Oc1cncc(Cl)c1)c1cc2ccccc2s1,active,289.74300000000005,4.168900000000002,4.0,0.0,-10.977723605288848
CHEMBL225515,O=C(Oc1cncc(Cl)c1)c1cc2ccccc2[nH]1,active,272.69100000000003,3.435500000000001,3.0,1.0,-10.812913356642856
CHEMBL222234,O=C(Oc1cncc(Br)c1)c1ccco1,active,268.066,2.6563000000000008,4.0,0.0,-10.698970004336019
CHEMBL426898,O=C(Oc1cncc(Cl)c1)c1cc2ccccc2o1,active,273.67500000000007,3.700400000000002,4.0,0.0,-11.230448921378274
CHEMBL187266,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,inactive,294.35,4.247920000000003,3.0,0.0,-13.949877704036874
CHEMBL215254,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)CO,inactive,310.34900000000005,3.2203200000000023,4.0,1.0,-13.394451680826217
CHEMBL2146517,COC(=O)[C@@]1(C)CCCc2c1ccc1c2C(=O)C(=O)c2c(C)coc2-1,inactive,338.3590000000001,3.4010200000000026,5.0,0.0,-13.324282455297693
CHEMBL187460,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,inactive,296.366,3.4433000000000025,3.0,0.0,-14.355451520126518
CHEMBL363535,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,inactive,276.291,4.095640000000003,3.0,0.0,-13.58771096501891
CHEMBL227075,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@@H](C)CO1,inactive,278.307,3.2910200000000023,3.0,0.0,-13.15836249209525
CHEMBL45830,CC(C)C1=Cc2ccc3c(c2C(=O)C1=O)CCCC3(C)C,inactive,282.3829999999999,4.105300000000004,2.0,0.0,-13.324282455297693
CHEMBL215254,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)CO,inactive,310.34900000000005,3.2203200000000023,4.0,1.0,-13.02938377768521
CHEMBL187460,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,active,296.366,3.4433000000000025,3.0,0.0,-11.903089986991944
CHEMBL45830,CC(C)C1=Cc2ccc3c(c2C(=O)C1=O)CCCC3(C)C,inactive,282.3829999999999,4.105300000000004,2.0,0.0,-13.477121254719663
CHEMBL215254,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)CO,inactive,310.34900000000005,3.2203200000000023,4.0,1.0,-13.7160033436348
CHEMBL187460,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,inactive,296.366,3.4433000000000025,3.0,0.0,-13.94250410616808
CHEMBL363535,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,active,276.291,4.095640000000003,3.0,0.0,-11.845098040014257
CHEMBL45830,CC(C)C1=Cc2ccc3c(c2C(=O)C1=O)CCCC3(C)C,inactive,282.3829999999999,4.105300000000004,2.0,0.0,-13.779596491257825
CHEMBL187266,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,inactive,294.35,4.247920000000003,3.0,0.0,-13.232996110392154
CHEMBL215254,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)CO,inactive,310.34900000000005,3.2203200000000023,4.0,1.0,-13.255272505103306
CHEMBL2146517,COC(=O)[C@@]1(C)CCCc2c1ccc1c2C(=O)C(=O)c2c(C)coc2-1,inactive,338.3590000000001,3.4010200000000026,5.0,0.0,-13.02530586526477
CHEMBL187460,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,inactive,296.366,3.4433000000000025,3.0,0.0,-13.004321373782643
CHEMBL363535,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,inactive,276.291,4.095640000000003,3.0,0.0,-13.060697840353612
CHEMBL227075,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@@H](C)CO1,inactive,278.307,3.2910200000000023,3.0,0.0,-13.02938377768521
CHEMBL45830,CC(C)C1=Cc2ccc3c(c2C(=O)C1=O)CCCC3(C)C,inactive,282.3829999999999,4.105300000000004,2.0,0.0,-13.89707700320942
